id,title,year,synopsis,rating,genre,studio
3357,Dragon: The Bruce Lee Story,1993,,83,Drama,MCA Universal Home Video
3358,Untraceable,2008,,16,Drama,Sony/Screen Gems
3359,Transporter 2,2005,,51,Action & Adventure,20th Century Fox
3360,Transporter 3,2008,,36,Action & Adventure,Lionsgate Films
3361,The Mechanic,2011,"Arthur Bishop (Jason Statham) is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when his mentor and close friend Harry (Donald Sutherland) is murdered, Bishop is anything but detached. His next assignment is self-imposed - he wants those responsible dead. <br /><br /> His mission grows complicated when Harry's son Steve (Ben Foster) approaches him with the same vengeful goal and a determination to learn Bishop's trade. Bishop has always acted alone but he can't turn his back on Harry's son. A methodical hit man takes an impulsive student deep into his world and a deadly partnership is born. But while in pursuit of their ultimate mark, deceptions threaten to surface and those hired to fix problems become problems themselves. -- (C) CBS films",53,Drama,CBS Films
3362,Spinning Into Butter,2009,,15,Drama,Screen Media Films
3363,"To Sir, With Love",1967,,92,Drama,Sony Pictures Home Entertainment
3364,The Lottery,2010,"Director Madeleine Sackler examines one of the most controversial debates surrounding education reform in this documentary highlighting the increased popularity of charter schools. As the U.S. public school system increasingly comes under fire, parents in Harlem and the Bronx enter their children in a charter school lottery in hopes that their children will be one of the select few to receive a quality education. ~ Jason Buchanan, Rovi",62,Documentary,Variance Films
3365,American Teen,2008,,70,Documentary,Paramount Vantage
3366,12 Rounds,2009,,29,Mystery & Suspense,20th Century Fox
3367,Malibu's Most Wanted,2003,,30,Comedy,Warner Bros.
3368,Sympathy for Lady Vengeance,2005,,74,Drama,Picture This! Entertainment
3369,Sympathy for Mr. Vengeance (Boksuneun naui geot),2002,,54,Drama,Tartan Films
3370,Colors,1988,,82,Drama,Orion Home Video
3371,Empire,2002,,21,Drama,Universal Pictures
3372,Edmond,2005,,46,Drama,First Independent Pictures
3373,The Horseman,2008,,61,Mystery & Suspense,Screen Media Ventures
3374,Hadewijch,2009,,69,Art House & International,IFC Films
3376,Black Narcissus,1947,,100,Drama,Universal International Pictur
3387,"Big Mommas: Like Father, Like Son",2011,"Martin Lawrence reprises the role of FBI agent Malcolm Turner -- aka, undercover grandma Big Momma -- in this installment in the Big Momma's House franchise, Big Mommas: Like Father, Like Son. Malcolm's latest assignment teams him up with his teenage stepson, Trent (Brandon T. Jackson), who unwittingly makes himself a target when he witnesses a murder. In order to keep Trent out of harm's way and solve the case behind the killing that Trent saw, the two have no choice but to go undercover at an all-girls performing arts school, with Malcolm posing as the titular rotund old lady, Big Momma, and Trent dressing up as a heavy female student named Charmaine. ~ Jason Buchanan, Rovi",5,Comedy,20th Century Fox
3388,Grease 2,1982,,22,Romance,Paramount Home Video
3389,The Half Life of Timofey Berezin (PU-239),2006,,57,Mystery & Suspense,Picturehouse
3390,O Jerusalem,2007,,33,Drama,IDP Distribution
3391,Warlock,1988,,53,Action & Adventure,Trimark
3394,The Prince of Egypt,1998,,79,Drama,Dreamworks
3395,Arthur and the Invisibles (Arthur and the Minimoys),2006,,21,Animation,MGM
3396,The Terminal,2004,,60,Drama,DreamWorks SKG
3398,Phone Booth,2003,,71,Mystery & Suspense,20th Century Fox
3402,One Day in September,1999,,96,Documentary,Sony Picture Classics
3403,Following Sean,2004,,86,Documentary,Docurama
3404,Touching the Void,2003,,93,Documentary,IFC Films
3405,Project Nim,2011,"From the team behind Man on Wire comes the story of Nim, the chimpanzee who in the 1970s became the focus of a landmark experiment which aimed to show that an ape could learn to communicate with language if raised and nurtured like a human child. Following Nim's extraordinary journey through human society, and the enduring impact he makes on the people he meets along the way, the film is an unflinching and unsentimental biography of an animal we tried to make human. What we learn about his true nature - and indeed our own - is comic, revealing and profoundly unsettling. -- (C) Roadside Attractions",98,Documentary,Roadside Attractions
3406,The Unforeseen,2007,,89,Documentary,Cinema Guild
3407,Journey Into Amazing Caves,2001,,80,Documentary,MacGillivray Freeman Films
3408,Sea Monsters: A Prehistoric Adventure,2007,,100,Documentary,National Geographic
3411,Unbreakable,2000,,68,Drama,Touchstone Pictures
3412,The Fog,2005,,4,Mystery & Suspense,Sony Pictures Classics
3413,Dolores Claiborne,1995,,82,Mystery & Suspense,Sony Pictures Home Entertainment
3415,Mirrors,2008,,14,Mystery & Suspense,Buena Vista
3416,Angel-A,2005,,44,Romance,Sony Pictures Classics
3419,Bhutto,2010,"BHUTTO is the definitive documentary that chronicles the life of one of the most complex and fascinating characters of our time. Hers is an epic tale of Shakespearean dimension. It's the story of the first woman in history to lead a Muslim nation: Pakistan. Newsweek called it the most dangerous place in the world, and the home of nuclear war heads and the Taliban. Benazir Bhutto was born into a wealthy landowning family that became Pakistan's dominant political dynasty. Often referred to as the ""Kennedys of Pakistan,"" the Bhuttos share a painful history of triumph and tragedy, played out on an international stage. Educated at Harvard and Oxford, and with an eye on a foreign service career, Benazir's life changed forever when her father, Pakistan's first democratically elected president, chose Benazir to carry his political mantle over the family's eldest son. In the late 70's, when Zulfikar Ali Bhutto was overthrown and executed by his handpicked Army Chief, Benazir swore to avenge her father and restore democracy - or to die trying. Benazir Bhutto may have broken the Islamic glass ceiling, but she was wed in a traditional arranged marriage to then-Karachi playboy Asif Ali Zardari. Her two terms in power saw acts of courage and controversy as she eradicated polio and stood up for women, while fighting the male-dominated political elite, and a nervous military leadership, while battling accusations of corruption and scandal. In 2007, with the South Asian country rolling in turmoil and under the thumb of yet another military dictator, Benazir was called back onto the world stage as Pakistan's best hope for democracy. With her assassination she transcended politics, but left a legacy of simmering controversy and undeniable courage that will be debated for years. -- (C) Official Site",86,Documentary,First Run Entertainment
3421,Monster's Ball,2001,,85,Drama,Lions Gate Films
3422,Giant,1956,,97,Western,Warner Bros. Pictures
3423,The Aviator,2004,,87,Drama,Miramax
3425,City of Ghosts,2002,,47,Mystery & Suspense,MGM Pictures
3428,Insomnia,2002,,92,Mystery & Suspense,Warner Bros. Pictures
3429,Yella,2007,,81,Drama,The Cinema Guild
3430,The Black Stallion,1979,,86,Action & Adventure,Twentieth Century Fox Home Entertainment
3431,Free Willy,1993,,57,Drama,Warner Bros. Pictures
3435,Motel Hell,1980,,69,Horror,United Artists
3436,Road House,1989,,40,Drama,United Artists
3437,The Perfect Storm,2000,,47,Drama,Warner Bros. Pictures
3438,Annapolis,2006,,10,Drama,Walt Disney Pictures
3439,2:37,2006,,38,Drama,Roadshow Entertainment
3440,The Thing from Another World,1951,,87,Horror,Warner Home Video
3441,Hounddog,2007,,15,Musical & Performing Arts,Empire Film Group
3442,This Boy's Life,1993,,75,Drama,Warner Home Video
3444,The Sting,1973,,92,Drama,Universal Pictures
3445,Bonnie and Clyde,1967,,90,Drama,Warner Brothers/Seven Arts
3446,Scarface,1932,,100,Drama,Universal Pictures
3447,White Heat,1949,,100,Drama,WARNER BROTHERS PICTURES
3448,The Magnificent Seven,1960,,93,Western,MGM Home Entertainment
3450,El Dorado,1967,,100,Western,Paramount Pictures
3451,Red River,1948,,100,Western,MGM Home Entertainment
3482,Dr. Bronner's Magic Soapbox,2007,,87,Documentary,Balcony Releasing
3489,Eddie and the Cruisers,1983,,38,Drama,Nelson Entertainment
2690,Linewatch,2008,,,Mystery & Suspense,Sony Pictures
2691,The Way of War,2008,,,Mystery & Suspense,First Look Studios
2692,Wrong Turn at Tahoe,2009,,,Drama,Paramount Home Entertainment
2693,End Game,2006,,,Documentary,First Look International
2701,Best of the Best,1989,,,Action & Adventure,Sony Video Software
3452,Blackthorn,2011,"It's been said (but unsubstantiated) that Butch Cassidy and the Sundance Kid were killed in a standoff with the Bolivian military in 1908. In Blackthorn, Cassidy (Shepard) survived, and is quietly living out his years under the name James Blackthorn in a secluded Bolivian village. Tired of his long exile from the US and hoping to see his family again before he dies, Cassidy sets out on the long journey home. But when an unexpected encounter with an ambitious young criminal (Eduardo Noriega) derails his plans, he is thrust into one last adventure, the likes of which he hasn't experienced since his glory days with the Sundance Kid. -- (C) Official Site",75,Western,Magnolia Pictures
3453,Seven Samurai (Shichinin no Samurai),1954,,100,Drama,Columbia Pictures
3454,Tales from the Golden Age,2011,"The final 15 years of the Ceausescu regime were the worst in Romania's history. Nonetheless, the propaganda machine of that time referred without fail to that period as ""the golden age""... Tales from the Golden Age adapts for screen the most popular urban myths of the period. Comic, bizarre, surprising myths abounded, myths that drew on the often surreal events of everyday life under the communist regime. Humor is what kept Romanians alive, and Tales from the Golden Age aims to re-capture that mood, portraying the survival of a nation having to face every day the twisted logic of a dictatorship. -- (C) Official Site",94,Art House & International,IFC Films
3455,Unconscious,2006,,85,Drama,Regent Releasing
3456,Paradise Now,2005,,89,Art House & International,Warner Independent Pictures
3457,Of Gods and Men,2011,"Eight French Christian monks live in harmony with their Muslim brothers in a monastery perched in the mountains of North Africa in the 1990s. When a crew of foreign workers is massacred by an Islamic fundamentalist group, fear sweeps though the region. The army offers them protection, but the monks refuse. Should they leave? Despite the growing menace in their midst, they slowly realize that they have no choice but to stay... come what may. This film is loosely based on the life of the Cistercian monks of Tibhirine in Algeria, from 1993 until their kidnapping in 1996. -- (C) Sony Pictures Classics",93,Art House & International,Sony Pictures Classics
3459,Black Christmas,1974,,63,Mystery & Suspense,Warner Bros. Pictures
3461,Halloween,1978,,94,Mystery & Suspense,Compass International Pictures
3462,Friday the 13th,1980,,59,Horror,Paramount Pictures
3463,Wise Guys,1986,,33,Comedy,Twentieth Century Fox Home Entertainment
3465,Blue in the Face,1995,,43,Art House & International,Miramax
3466,8 Heads in a Duffel Bag,1997,,11,Comedy,Orion Home Video
3467,Life Is Sweet,1990,,100,Drama,Republic Pictures Home Video
3469,30 Days of Night,2007,,51,Mystery & Suspense,Sony Pictures/Columbia
3470,Electric Shadows (Meng ying tong nian),2004,,80,Art House & International,First Run Features
3471,Ultraviolet,2006,,9,Drama,Sony Pictures
3472,I Saw the Devil,2010,"I SAW THE DEVIL is a shockingly violent and stunningly accomplished tale of murder and revenge from Korean genre master KIM Jee-woon (The Good, The Bad, The Weird and A Tale of Two Sisters). Oldboy's CHOI Min-sik plays Kyung-chul, a dangerous psychopath who kills for pleasure. The embodiment of pure evil, he has committed horrifying and senselessly cruel serial murders on defenseless victims, successfully eluding capture by the police. On a freezing, snowy night, his latest victim is the beautiful Ju-yeon, daughter of a retired police chief and pregnant fiancee of elite special agent Soo-hyun (The Good, The Bad, The Weird's LEE Byung-hyun). Obsessed with revenge, Soo-hyun decides to track down the murderer, even if doing so means becoming a monster himself. And when he finds Kyung-chul, turning him in to the authorities is the last thing on his mind. The lines between good and evil fall away in this diabolically twisted game of cat and mouse. Pushing the concept of revenge to its most extreme limits, KIM Jee-woon brilliantly transcends the police procedural and serial killer genres in surprising and thrilling new ways. -- (C) Magnet",80,Art House & International,Magnolia Releasing
3473,Soylent Green,1973,,71,Drama,WARNER BROTHERS PICTURES
3474,Apollo 13,1995,,95,Documentary,Universal Pictures
3475,Fahrenheit 9/11,2004,,83,Documentary,Lions Gate
112,I Do & I Don't,2007,,,Comedy,Phase 4 Films
3476,Plastic Planet,2011,"We live in the age of plastic. It's cheap and practical, and it's everywhere - even in our blood. But is it a danger to us? The plastic industry annually generates hundreds of billions of dollars. Every industrial sector in the world today is dependent on plastic. The amount of plastic we have produced since it was invented would be enough to cover the entire globe six times over. But this inexpensive and convenient substance comes with a hefty price. Plastic stays in the ground and water system for up to 500 years. It is found on every beach in the world. Numerous studies have proven that the chemicals it releases (such as Bisphenol A) migrate into the human body and may contribute to or cause grave health problems, from allergies to obesity to infertility, cancer and heart disease. For Austrian German director Werner Boote, plastic is personal. His grandfather was one of the early manufacturers of plastic and he introduced Boote at a young age to the magic substance that would change the world. Many years later, after reading about the global threat posed by plastic, he decides to embark on a quest to discover the truth about this pervasive substance. Traveling to fourteen countries, he boldly and humorously confronts manufacturers, scientists, government officials and consumers to ask questions that concern all of us: Why don't we change our consumption behavior? Why is the industry not reacting to apparent dangers? Who is held accountable for hills of garbage mounting in deserts and seas? Who wins in this game? And who loses? This feisty, informative documentary takes us on a journey around the globe - from the Moroccan Sahara to the middle of the Pacific Ocean, from a factory in China to the highest peaks of the Alps - to reveal the far-flung reaches of our plastic problem. Interviews with the world's foremost experts in biology, pharmacology, and genetics shed light on the perils of plastic to our environment and expose the truth of how plastic affects our bodies and the health of future generations. Interspersing animated sequences and old commercials, this eye-opening film reveals how the world has wholeheartedly embraced the convenience of a substance it knows nothing about. -- (C) First Run Features",60,Documentary,First Run Features
3477,The Last Lions,2011,"A resilient lioness in Botswana's Okavango Delta embarks on an epic journey of survival in this nature documentary from National Geographic and award-winning filmmakers Dereck and Beverly Joubert. Narrated by Academy Award winner Jeremy Irons, The Last Lions follows Ma di Tau (""Mother of Lions"") as she races to get her cubs to safety during a rampaging fire, and fends off ferocious lioness Silver Eye, the murderous matriarch of a rival pride. Crossing crocodile-infested waters on a quest to reach Duba Island, the fiercely protective mother discovers that in order for her family to survive, she must conquer a herd of buffalos with piercing horns. Later, in an incredible turn of fate, Ma di Tau forges a fragile alliance with a rival pride in order to wage a desperate battle to preserve their bloodline in the face of certain extinction. ~ Jason Buchanan, Rovi",87,Documentary,National Geographic Entertainment
3478,Bowling for Columbine,2002,,96,Documentary,United Artists Films
3481,Sputnik Mania (Sputnik) (The Fever of 57),2007,,91,Documentary,Balcony Releasing
3490,Cemetery Junction,2010,"Playing out against the glamorous backdrop of Reading, England, during the 1970s, Cemetery Junction (a nod to the stretch of road of the same name) focuses on a small group of colorful characters who work for an insurance company. Written, directed, and produced by Ricky Gervais and Stephen Merchant, the film marks the duo's first collaboration for the big screen and features a cast that includes the likes of Ralph Fiennes, Emily Watson, and Gervais himself. ~ Rovi",57,Comedy,Sony Pictures
3491,Ghost Town,2008,,85,Documentary,DreamWorks/Paramount Distribution
3493,All I Want (Try Seventeen),2003,,0,Drama,Sony Pictures Home Entertainment
3494,Freshman Orientation,2005,,32,Comedy,Regent Releasing
3496,The Legend of Bagger Vance,2000,,43,Drama,DreamWorks SKG
3497,Tin Cup,1996,,69,Drama,New Line Home Entertainment
3498,"Yoo-hoo, Mrs. Goldberg",2009,,93,Documentary,IFC Films
3499,F**k the Disabled Please,2002,,40,Documentary,Avatar Films
3500,The Business of Being Born,2008,,81,Documentary,International Film Circuit
3502,Chain Letter,2010,"When high school senior Jessie Campbell (Nikki Reed) and her tight-knit group of friends begin to receive a series of foreboding email chain letters, they have no idea the terror that awaits them. With a warning that if they break the chain, they will lose a life, the seemingly harmless email turns deadly when one-by-one the friends that do not forward the chain letter are hunted down and gruesomely killed by horror's newest villain, the Chain Man. A terrifying horror film that will leave audiences wondering if modern technology is really as safe as we think it is, CHAIN LETTER was directed by Deon Taylor and written by Taylor and Michael J. Pagan. The film stars Nikki Reed (Twilight, New Moon, Thirteen), Michael J. Pagan (How Stella Got Her Groove Back, Nite Tales), Noah Segan (Deadgirl), Matt Cohen (Boogeyman 2), Cody Kasch (Desperate Housewives), Betsy Russell (Saw III, Saw IV), Cherilyn Wilson (90210), Brad Dourif (Alien, One Flew Over the Cuckoo's Nest), Keith David (Crash, Barbershop), with Michael Bailey Smith (The Hills Have Eyes) as the killer.-- (C) New Films International",23,Mystery & Suspense,New Films International
3504,The Texas Chainsaw Massacre,1974,,91,Classics,Bryanston Pictures
3505,House of Wax,1953,,95,Drama,Warner Bros. Pictures
3506,Ghost Ship,2002,,13,Horror,Warner Bros. Pictures
3507,House on Haunted Hill,1999,,27,Mystery & Suspense,Warner Home Video
3508,Cool Runnings,1993,,74,Comedy,Disney
3509,Barbershop,2002,,82,Comedy,MGM/UA
3510,Hair Show,2004,,17,Comedy,UrbanWorks Entertainment
3512,Breaking Point,2009,,0,Drama,Cinema Epoch
3513,Cure,1997,,91,Drama,Cowboy Pictures
190,Happy Ever Afters,2009,,,Art House & International,Newgrange Pictures
270,By Dawn's Early Light,1989,,,Drama,HBO Video
1218,Talhotblond,2009,,,Documentary,Answers Productions
289,Stripper Academy,2007,,,Drama,Maverick Entertainment Group
351,Hussy,1980,,,Drama,Gravitas
3514,A Somewhat Gentle Man,2010,"Ulrik (Stellan Skarsgard) is a somewhat gentle man. He has no special wishes and makes no demands. He does not give too much thought to what he does either. If he's given some food and a place to sleep, he will give people what they want in return. Whether this be a little affection or a killing. Ulrik has killed some people and crippled a few. It's all part of the job when you're a gangster. Just like doing time. Now Ulrik is out again. Reluctantly... And Jensen is waiting on the outside. He's a boss with professional pride, and it is important for Jensen that Ulrik kills the snitch that ratted him out. Official Selection of the Berlin Film Festival. Winner at Chicago Film Festival, Silver Hugo Award. -- (C) Strand",84,Drama,Strand Releasing
3515,Faithless,2000,,86,Art House & International,Samuel Goldwyn Films
3516,Death Defying Acts,2007,,44,Drama,Genius Productions
3517,The Triplets of Belleville,2003,,94,Drama,Sony Pictures Classics
3518,The Great Buck Howard,2008,,71,Drama,Magnolia
3521,The Country Bears,2002,,30,Comedy,Buena Vista Distribution Compa
3522,Snakes on a Plane,2006,,68,Action & Adventure,New Line Cinema
3523,Unleashed (Danny the Dog),2005,,65,Drama,Focus Features
3524,Poetry,2010,"A sixty-something woman, faced with a crippling medical diagnosis and the discovery of a heinous family crime, finds strength and purpose when she enrolls in a poetry class. Lee Chang-dong's follow-up to his acclaimed Secret Sunshine is a masterful study of the subtle empowerment - and moral compass - of an elderly woman. -- (C) Kino",100,Art House & International,Kino International
3525,Nathalie,2003,,73,Art House & International,Wellspring Media
3526,Fatal Attraction,1987,,78,Mystery & Suspense,Paramount Pictures
3527,Obsessed,2009,,19,Mystery & Suspense,Sony/Screen Gems
3528,Boarding Gate,2007,,30,Mystery & Suspense,Magnolia Pictures
3529,Disclosure,1994,,61,Mystery & Suspense,Warner Home Video
3530,The Heir Apparent: Largo Winch,2008,,50,Mystery & Suspense,Music Box Films
3531,La Fille Coupee en Deux (The Girl Cut in Two) (A Girl Cut in Two),2007,,74,Art House & International,IFC First Take
3532,Diabolique,1996,,12,Mystery & Suspense,Warner Home Video
3534,The Good Shepherd,2006,,54,Drama,Universal Pictures
3535,Out of Sight,1998,,93,Drama,Universal Pictures
3536,The Good German,2007,,33,Drama,Warner Bros. Pictures
3537,The Conspirator,2010,"In the wake of Abraham Lincoln's assassination, seven men and one woman are arrested and charged with conspiring to kill the President, Vice President, and Secretary of State. The lone woman charged, Mary Surratt (Wright) owns a boarding house where John Wilkes Booth (Toby Kebbell) and others met and planned the simultaneous attacks. Against the ominous back-drop of post-Civil War Washington, newly-minted lawyer, Frederick Aiken (McAvoy), a 28-year-old Union war-hero, reluctantly agrees to defend Surratt before a military tribunal. Aiken realizes his client may be innocent and that she is being used as bait and hostage in order to capture the only conspirator to have escaped a massive manhunt, her own son, John (Johnny Simmons). As the nation turns against her, Surratt is forced to rely on Aiken to uncover the truth and save her life. -- (C) Official Site",55,Drama,Roadside Attractions
1261,Jada,2009,,,Drama,51MM Films
3538,Father of Invention,2011,"Millionaire infomercial guru, Robert Axle (Kevin Spacey) loses everything when one of his inventions has a design flaw that accidentally chops off the fingers of thousands of customers. After serving eight years in prison, a disgraced Axle is released, and ready to redeem his name and rebuild his empire with a new innovation. However, Axle's ex-wife (Virginia Madsen) has spent all of his money and moved into his house with her new husband (Craig Robinson). Out of desperation, he finds a part-time job as a janitor, and is forced to move in with his estranged daughter (Camilla Belle) and her over-protective roommates. Despite these setbacks he is determined to pitch his newest gadget and rebuild his infomercial empire. But the world has changed in the last decade, and Axle finds himself out of step with current technology, his family, and the self-confidence that made him king of the infomercials in the past. With all his wheels spinning, Axle soon realizes before he can be successful with his new creation, first he must reinvent himself. -- (C) Anchor Bay",0,Drama,Anchor Bay Films
3539,Fracture,2007,,72,Mystery & Suspense,New Line
3540,"Rivers and Tides, (Fluss der Zeit)",2003,,99,Musical & Performing Arts,Roxie Releasing
3544,F for Fake,1973,,88,Documentary,Saguenay Films
3545,Who the $#%@ Is Jackson Pollock,2006,,100,Documentary,Picturehouse
3546,The Cool School,2007,,92,Musical & Performing Arts,Arthouse Films
3547,Masculin Feminin,1966,,92,Drama,Rialto
3548,Cleo From 5 to 7 (Cleo de 5 a 7),1962,,95,Art House & International,Zenith International Films
450,American Pie 5: The Naked Mile,2006,,,Comedy,Universal Studios Home Video
398,Sweeney Todd: The Demon Barber of Fleet Street,1984,,,Drama,RKO Pictures
403,Wallace and Gromit in 'A Matter of Loaf and Death',2008,,,Television,LionsGate Entertainment
451,American Pie Presents: Beta House,2007,,,Comedy,Universal Studios Home Video
493,Four Corners of Suburbia,2005,,,Drama,Vanguard
501,Teenage Dirtbag,2009,,,Drama,Vivendi Entertainment
508,Human Trafficking,2005,,,Drama,Echo Bridge Home Entertainment
543,An Evening with Kevin Smith 2: Evening Harder,2006,,,Documentary,Sony Pictures
548,Get Well Soon,2001,,,Drama,Lions Gate Releasing
675,Pursuit of Happiness,2001,,,Comedy,MTI Home Video
722,If Only,2004,,,Drama,Sony Pictures Home Entertainment
748,Hannah and Her Brothers,2000,,,Drama,Water Bearer Films Inc.
1050,Fade,2007,,,Drama,Cinema Epoch
847,Sweeney Todd - The Demon Barber of Fleet Street,1936,,,Classics,Starz
862,The Chipmunk Adventure,1987,,,Action & Adventure,Lorimar Home Video
904,Bring It On: All or Nothing,2006,,,Comedy,Universal Studios Home Video
945,"Ladies and Gentlemen, the Fabulous Stains",1982,,,Drama,Paramount Pictures
957,The Ramen Girl,2008,,,Drama,Image Entertainment
983,16 To Life,2009,,,Comedy,Independent Pictures
1007,"Augusta, Gone",2006,,,Drama,Lifetime Television
1220,All American Orgy (Cummings Farm),2009,,,Comedy,Phase 4 Films
1221,Foreign Exchange,2008,,,Comedy,Screen Media Ventures
1031,Cruel Intentions 3,2004,,,Mystery & Suspense,Sony Pictures Home Entertainment
1238,Rab Ne Bana Di Jodi (A Couple Made by God) (A Match Made in Heaven),2008,,,Romance,Yash Raj Films
1239,Dil Toh Baccha Hai Ji,2011,"Dil Toh Baccha hai, with its real characters and relatable situations, takes a funny look at love and the extent people will go to avoid it or achieve it! It's a film that promises to bring a smile to your face!",,Art House & International,Viva Entertainment
1284,Sand,2001,,,Mystery & Suspense,LionsGate Entertainment
1331,Bheja Fry,2007,,,Art House & International,PVR Pictures
1334,The Prince and Me 2,2005,,,Comedy,First Look Pictures
1382,Intimate Affairs,2001,,,Comedy,Screen Media
1395,Origins of Life,2001,,,Documentary,K2
1417,Dr. Dolittle 3,2006,,,Comedy,Fox
1421,Ace Ventura Jr.: Pet Detective,2009,,,Action & Adventure,Morgan Creek Productions
1940,Curse of the Zodiac,2007,,,Drama,Lionsgate
1474,The Secret Garden,1987,,,Drama,Republic Pictures Home Video
1475,Back to the Secret Garden,2000,,,Drama,Hallmark Entertainment
1523,Sherlock Holmes and the Secret Weapon,1942,,,Action & Adventure,Universal Pictures
1524,Addams Family Reunion,1998,,,Comedy,Warner Home Video
1536,Charlotte's Web 2 - Wilbur's Great Adventure,2003,,,Action & Adventure,Paramount Pictures
1538,The Little Engine That Could,2011,"The timeless story comes to life in this all-new, feature-length film filled with fun and adventure! When Little Engine (Alyson Stoner, Cheaper by the Dozen) must leave Dreamland to deliver toys into the real world, she sets her fears aside and learns that with a little determination and courage, anything is possible. Featuring an all-star cast, including Whoopi Goldberg (The View), Jamie Lee Curtis (Freaky Friday), Corbin Bleu (High School Musical) and Brenda Song (The Suite Life of Zack and Cody), this ""fun family film"" (Francine Brokaw, Los Angeles Family Magazine) is one you'll enjoy again and again",,Animation,Kidtoon Films
1565,Gulliver's Travels,1996,,,Action & Adventure,NBC
1594,Bring It On Again,2004,,,Comedy,Universal Studios Home Video
1595,Bring It On: In It to Win It,2007,,,Comedy,Universal Pictures
1606,Another Cinderella Story,2008,,,Kids & Family,Warner Home Video
1633,Sniper: Reloaded,2011,"His team ambushed by a sniper during a UN peacekeeping mission, a Marine sergeant teams up with the expert sniper who trained his father to get the take out the ruthless triggerman and settle the score. Marine Sgt. Brandon Beckett (Chad Michael Collins) is the son of legendary sniper Thomas Beckett, one of the best marksmen the military has ever known. When fighting breaks out in the Democratic Republic of Congo, Beckett and his team are ordered to rescue a European farmer whose land has been overrun by rebels. No sooner has the team arrived, however, than they are ambushed by a stealth shooter who nearly kills them all. The only one left standing is Beckett. Badly wounded but thirsty for revenge, Beckett calls in a favor from sniper instructor Richard Miller (Billy Zane), the man who taught his father everything he knows. Later, as the elusive killer returns to finish the job, Beckett and Miller take aim, and prepare for the fight of their lives. ~ Jason Buchanan, Rovi",,Action & Adventure,Sony Pictures Home Entertainment
1652,Main Hoon Na,2004,,,Drama,Eros Entertainment
1653,Veer Zaara (Veer-Zaara),2004,,,Romance,Yash Raj Films Pvt. Ltd.
1655,Hum Tum,2004,,,Drama,Yash Raj Films
1699,After Sex,2007,,,Drama,Anchor Bay Entertainment
1720,The Sandlot 3: Heading Home,2007,,,Kids & Family,Fox
1742,The Heart Specialist,2011,"Wood Harris headlines this sexy comedy following a group of young medical residents at a busy Florida hospital. Though the Chief Resident (Harris) does his best to keep moral high amongst the overworked residents, a dark secret from his past soon threatens to undermine his efforts and destroy his reputation. ~ Jason Buchanan, Rovi",,Drama,Freestyle Releasing
1746,Midnight Clear,2007,,,Art House & International,Lionsgate
1752,Nailed,2001,,,Drama,Alliance
1753,Bloom,2005,,,Drama,Stoney Road Films
1754,The Bad Mother's Handbook,1995,,,Drama,Cabin Fever Entertainment
1837,Jackass 2.5,2007,,,Documentary,Paramount Home Video
2723,Sin City: A Dame to Kill For,2013,"Dwight plans to have his vengeance against the woman who betrayed him, Ava Lord, while Nancy is trying to cope with Hartigan's death.",,Drama,The Weinstein Co.
1872,The Hit List,2011,"A chance meeting between a depressed businessman and a cold-hearted killer leads to a frantic race against death in this thriller starring Cole Hauser and Cuba Gooding, Jr. Allan Campbell (Hauser) has just been passed over for a big promotion. With his marriage falling apart, he heads to the local bar to drown his sorrows and strikes up a casual conversation with Jonas Arbor (Gooding, Jr.). During the course of their discussion, Arbor reveals he is a professional hit man, and asks Campbell to write down the names of the five people he would like to see dead. Incredulous, Campbell plays along. But the very next day, when the people on the list begin dying under mysterious circumstances, Campbell realizes that Arbor may have been telling the truth. Horrified that what he had assumed was a bad joke has now become a matter of life and death, Campbell realizes that only he has the power to stop Arbor, and sets out to catch the killer as the cops close in. ~ Jason Buchanan, Rovi",,Mystery & Suspense,Sony Pictures Home Entertainment
1895,Sucker Punch,2003,,,Drama,Warner Bros. Pictures
1926,Alabama Moon,2011,"Eleven-year-old Moon Blake has spent most of his life hiding out in the forests of Alabama with his father, an anti-government radical who clings to conspiracy theories and trusts no one. Moon's life suddenly changes when the land is sold and his father dies. Knowing only what he learned from his father, Moon decides to follow his last instructions; make your way to Alaska where ""people could still make a living off trapping."" In the path of civilization, Moon quickly lands himself in a reform school where he meets the mean-spirited Constable Sanders and learns what friendship is all about. Determined to get to Alaska, he and his new friends escape from the school outwitting Constable Sanders each step of the way. ""Alabama Moon"" is a classic kid's film (based on the novel by Watt Key), complete with adventure and survival that most kids only dream about. -- (C) Official Site",,Drama,Screen Media Ventures
1957,Behind Enemy Lines II: Axis of Evil,2006,,,Mystery & Suspense,Fox Home Entertainment
2044,Madea Goes to Jail,2006,,,Drama,LionsGate Entertainment
2107,When a Stranger Calls Back,1993,,,Drama,MCA Universal Home Video
2117,The Eye 2 (Gin gwai 2),2004,,,Art House & International,Lionsgate
2126,The Cutting Edge: Going for the Gold,2006,,,Kids & Family,Sony Pictures Home Entertainment
